"","rename","Species","names"
"1225","blast_hit_JQ405093.1",NA,"JQ405093.1_Uncultured_beta_proteobacterium_clone_09.350Q1Bp_extraction"
"1226","blast_hit_JQ405090.1",NA,"JQ405090.1_Uncultured_beta_proteobacterium_clone_B10.055Bp_extraction"
"1227","blast_hit_HM215018.1",NA,"HM215018.1_Uncultured_beta_proteobacterium_clone_D08036A1_extraction"
"1228","blast_hit_HM215021.1",NA,"HM215021.1_Uncultured_beta_proteobacterium_clone_BJ07013E3_extraction"
"1229","blast_hit_JQ405095.1",NA,"JQ405095.1_Uncultured_beta_proteobacterium_clone_09.013Q2Bp_extraction"
"1230","blast_hit_JQ405091.1",NA,"JQ405091.1_Uncultured_beta_proteobacterium_clone_AR.443Bp_extraction"
"1231","blast_hit_JQ405106.1",NA,"JQ405106.1_Uncultured_beta_proteobacterium_clone_09.018Q1Bp_extraction"
"1232","blast_hit_JQ405099.1",NA,"JQ405099.1_Uncultured_beta_proteobacterium_clone_09.018Q3Bp_extraction"
"1233","blast_hit_HM215019.1",NA,"HM215019.1_Uncultured_beta_proteobacterium_clone_D08049G1_extraction"
"1234","blast_hit_HM108708.1",NA,"HM108708.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM047_extraction"
"1235","blast_hit_HM108728.1",NA,"HM108728.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM067_extraction"
"1236","blast_hit_HM108703.1",NA,"HM108703.1_Candidatus_Snodgrassella_alvi_clone_SHAM042_extraction"
"1237","blast_hit_HM108734.1",NA,"HM108734.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM074_extraction"
"1238","blast_hit_HM108711.1",NA,"HM108711.1_Uncultured_Neisseriaceae_bacterium_clone_SHAM050_extraction"
"1239","blast_hit_JQ405153.1",NA,"JQ405153.1_Uncultured_beta_proteobacterium_clone_CHN322Bp_extraction"
"1240","blast_hit_JQ405155.1",NA,"JQ405155.1_Uncultured_beta_proteobacterium_clone_MG.001Bp_extraction"
"1241","blast_hit_HM215014.1",NA,"HM215014.1_Uncultured_beta_proteobacterium_clone_D08019B1_extraction"
"1242","blast_hit_HM215012.1",NA,"HM215012.1_Uncultured_beta_proteobacterium_clone_D08001A2_extraction"
"1243","blast_hit_HM215013.1",NA,"HM215013.1_Uncultured_beta_proteobacterium_clone_BJ07047E5_extraction"
"1244","blast_hit_AY370189.1",NA,"AY370189.1_Candidatus_Snodgrassella_alvi_clone_pAJ198_extraction"
"1245","blast_hit_AY093465.1",NA,"AY093465.1_Uncultured_bacterium_clone_MB-A2-115_16S_ribosomal_RNA,_partial_sequence_extraction"
"1246","blast_hit_AY551997.1",NA,"AY551997.1_Kingella_kingae_isolate_C01-2424_extraction"
"1247","blast_hit_NR",NA,"NR_042976.1_Kingella_kingae_ATCC_23330_16S_ribosomal_RNA,_partial_sequence_extraction"
"1248","blast_hit_AY349381.1",NA,"AY349381.1_Kingella_sp._oral_clone_ID059_extraction"
"1249","blast_hit_HQ804648.1",NA,"HQ804648.1_Uncultured_organism_clone_ELU0155-T288-S-NIPCRAMgANa_000287_small_subunit_ribosomal_RNA_gene,_partial_sequence_extraction"
"1250","blast_hit_NR",NA,"NR_040932.1_Alysiella_crassa_strain_IAM_14969_16S_ribosomal_RNA,_partial_sequence_extraction"
"1251","blast_hit_NR",NA,"NR_114099.1_Alysiella_crassa_strain_NBRC_102455_16S_ribosomal_RNA,_partial_sequence_extraction"
"1252","blast_hit_AF328141.1",NA,"AF328141.1_Simonsiella_crassa_strain_ATCC27504T_extraction"
"1253","blast_hit_JN713455.1",NA,"JN713455.1_Conchiformibius_sp._canine_oral_taxon_289_clone_1D061_extraction"
"1254","blast_hit_KU663111.1",NA,"KU663111.1_Eikenella_sp._NML03-A-027_extraction"
"1255","blast_hit_HM467985.1",NA,"HM467985.1_Uncultured_bacterium_clone_a5_extraction"
"1256","blast_hit_GU304339.1",NA,"GU304339.1_Uncultured_rumen_bacterium_clone_L406RT-4-A10_extraction"
"1257","blast_hit_LN612859.1",NA,"LN612859.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P1_4_6_extraction"
"1258","blast_hit_HQ400305.1",NA,"HQ400305.1_Uncultured_rumen_bacterium_clone_L102RT-5-D01_extraction"
"1259","blast_hit_HQ400252.1",NA,"HQ400252.1_Uncultured_rumen_bacterium_clone_L102RT-4-G05_extraction"
"1260","blast_hit_HQ400307.1",NA,"HQ400307.1_Uncultured_rumen_bacterium_clone_L102RT-5-D03_extraction"
"1261","blast_hit_LN613075.1",NA,"LN613075.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P2_7_27_extraction"
"1262","blast_hit_LN613053.1",NA,"LN613053.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P2_5_30_extraction"
"1263","blast_hit_LN612827.1",NA,"LN612827.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P1_3_21_extraction"
"1264","blast_hit_LN613031.1",NA,"LN613031.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P1_5_19_extraction"
"1265","blast_hit_LN612779.1",NA,"LN612779.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P1_1_19_extraction"
"1266","blast_hit_LN613035.1",NA,"LN613035.1_Uncultured_rumen_bacterium_partial_16S_rRNA_gene,_clone_P1_5_27_extraction"
"1267","blast_hit_GU303230.1",NA,"GU303230.1_Uncultured_rumen_bacterium_clone_L206RT-3-F10_extraction"
"1268","blast_hit_GU303403.1",NA,"GU303403.1_Uncultured_rumen_bacterium_clone_L206RT-5-F01_extraction"
"1269","blast_hit_HQ400365.1",NA,"HQ400365.1_Uncultured_rumen_bacterium_clone_L102RT-6-B02_extraction"
"1270","blast_hit_HQ399850.1",NA,"HQ399850.1_Uncultured_rumen_bacterium_clone_L102RC-5-B07_extraction"
"1271","blast_hit_HQ400009.1",NA,"HQ400009.1_Uncultured_rumen_bacterium_clone_L102RT-1-C06_extraction"
"1272","blast_hit_HQ400351.1",NA,"HQ400351.1_Uncultured_rumen_bacterium_clone_L102RT-5-H05_extraction"
"1273","blast_hit_HQ400298.1",NA,"HQ400298.1_Uncultured_rumen_bacterium_clone_L102RT-5-C04_extraction"
"1274","clone_9_2019",NA,"2019_08_19_9_1492R_88_extraction_(reversed)"
"1275","blast_hit_HQ400310.1",NA,"HQ400310.1_Uncultured_rumen_bacterium_clone_L102RT-5-D06_extraction"
"1276","blast_hit_HQ400010.1",NA,"HQ400010.1_Uncultured_rumen_bacterium_clone_L102RT-1-C07_extraction"
"1277","blast_hit_HQ400095.1",NA,"HQ400095.1_Uncultured_rumen_bacterium_clone_L102RT-2-C01_extraction"
"1278","blast_hit_HQ399998.1",NA,"HQ399998.1_Uncultured_rumen_bacterium_clone_L102RT-1-B07_extraction"
"1279","blast_hit_HQ400230.1",NA,"HQ400230.1_Uncultured_rumen_bacterium_clone_L102RT-4-E06_extraction"
"1280","blast_hit_HQ400329.1",NA,"HQ400329.1_Uncultured_rumen_bacterium_clone_L102RT-5-F04_extraction"
"1281","blast_hit_HQ400149.1",NA,"HQ400149.1_Uncultured_rumen_bacterium_clone_L102RT-2-G10_extraction"
"1282","clone_40_2019",NA,"2019_08_19_40_1492R_90_extraction_(reversed)"
"1283","blast_hit_HQ400249.1",NA,"HQ400249.1_Uncultured_rumen_bacterium_clone_L102RT-4-G02_extraction"
"1284","blast_hit_HQ400057.1",NA,"HQ400057.1_Uncultured_rumen_bacterium_clone_L102RT-1-G07_extraction"
"1285","blast_hit_HQ400301.1",NA,"HQ400301.1_Uncultured_rumen_bacterium_clone_L102RT-5-C07_extraction"
"1286","blast_hit_HQ400107.1",NA,"HQ400107.1_Uncultured_rumen_bacterium_clone_L102RT-2-D02_extraction"
"1287","blast_hit_HQ400068.1",NA,"HQ400068.1_Uncultured_rumen_bacterium_clone_L102RT-1-H08_extraction"
"1288","blast_hit_GU304292.1",NA,"GU304292.1_Uncultured_rumen_bacterium_clone_L406RT-3-E06_extraction"
"1289","blast_hit_HQ400084.1",NA,"HQ400084.1_Uncultured_rumen_bacterium_clone_L102RT-2-B01_extraction"
"1290","blast_hit_HQ400029.1",NA,"HQ400029.1_Uncultured_rumen_bacterium_clone_L102RT-1-E03_extraction"
"1291","blast_hit_HQ400204.1",NA,"HQ400204.1_Uncultured_rumen_bacterium_clone_L102RT-4-B12_extraction"
"1292","blast_hit_HQ400270.1",NA,"HQ400270.1_Uncultured_rumen_bacterium_clone_L102RT-4-H11_extraction"
"1293","blast_hit_HQ400067.1",NA,"HQ400067.1_Uncultured_rumen_bacterium_clone_L102RT-1-H07_extraction"
"1294","blast_hit_GU303063.1",NA,"GU303063.1_Uncultured_rumen_bacterium_clone_L206RT-1-F03_extraction"
"1295","clone_12_2019",NA,"2019_08_19_12_1492R_81_extraction_(reversed)"
